text,Label,Language
cough tabuk phono tong kho ani busak wo,code-mix,English-Kokborok
medicine ni samung sa ongliya tabuk phono no sick tong kho,code-mix,English-Kokborok
what is the matter kisa ang no sadi,code-mix,English-Kokborok
when are you coming kisa confirmed khlaidi,code-mix,English-Kokborok
best couple so far belai no naithoklaikha,code-mix,English-Kokborok
new car chini takhuk ni,code-mix,English-Kokborok
change khlaimani no chanai i think,code-mix,English-Kokborok
kisa mang no used khlainani salarkha,code-mix,English-Kokborok
tai kisa breaking news ong phikha,code-mix,English-Kokborok
next breaking news ani ongnai just wait,code-mix,English-Kokborok
kisa cherai bai ongya in this generation,code-mix,English-Kokborok
atleast three baby la nango tabuk,code-mix,English-Kokborok
kaisa hingkha khabo ni help mangya,code-mix,English-Kokborok
kaisa hingkha self stand makhlainai always,code-mix,English-Kokborok
i know how it feel to be single in the family belaino struggle makhlai wo,code-mix,English-Kokborok
things are not so cheap tabuk ni market o,code-mix,English-Kokborok
sometimes cheat khlainani bo nango,code-mix,English-Kokborok
hope everything are under control tabuk,code-mix,English-Kokborok
kisa samung khlai renani sa workers sa mangya,code-mix,English-Kokborok
mistake ongkha ta,code-mix,English-Kokborok
nwng ba abuk chanai cherai da till now i need to teach everything,code-mix,English-Kokborok
nini song tai kaisa send khaidi tabuk,code-mix,English-Kokborok
ata ni picture bai signature scan khaiyak moma sa hogadi,code-mix,English-Kokborok
thank you bai dara tei kiching songno aswk norogni wish kaitorni bisingtwi ano teibo kwrak khe tongnani,code-mix,English-Kokborok
tongthok achaimasal ata may god bless you more richly,code-mix,English-Kokborok
ahaiyakho omo eating is winning hwnmase,code-mix,English-Kokborok
completed two plate tabuk sa jora,code-mix,English-Kokborok
sorry ata ang agartala o phaya sak rimangwlak,code-mix,English-Kokborok
ang monday rohornai please wait khlaidi,code-mix,English-Kokborok
good initiative ang student masa rohor nai,code-mix,English-Kokborok
can we start coaching kisa sabaidi chwng dakti deh chengwi mano,code-mix,English-Kokborok
hamya sitra tongmwng drugs related awareness campaign khlai khe chanai,code-mix,English-Kokborok
successful wngjak tei target najak samung rokno kisa updates khlaidi,code-mix,English-Kokborok
hamya sitra tongmwng rok no sakhlai khe kisa le effect de wngno,code-mix,English-Kokborok
chini area o kotor kotor khe mela rok wngo like buisu rok,code-mix,English-Kokborok
loan nana phaifuru riwui rohordi tei aborokno guarantor swnamdi,code-mix,English-Kokborok
undercover agent fake customer risk tongo,code-mix,English-Kokborok
chwng direct police office visit khlaiwi boro area ni sabo oh drugs related case handle khlainai ni contract rekha chanai,code-mix,English-Kokborok
omo belaikhe important tabuk belaino nangsukmani tabuk,code-mix,English-Kokborok
norokni valuable idea kisa share khlaibaidi,code-mix,English-Kokborok
sorry kisa technical error ni bagwi oh samung complete wngya wngwi tongkha tabuk,code-mix,English-Kokborok
sister ani tongo if you want you can transfer in my account,code-mix,English-Kokborok
nini account ni ani account o transfer khlaidi,code-mix,English-Kokborok
transfer khlaiwi mangya tabuk may be due to network problem,code-mix,English-Kokborok
online transfer khlainani belai no easy tabuk,code-mix,English-Kokborok
abo le agartala thangya hingkhe riwoi maya,code-mix,English-Kokborok
chini group ni account sbi ongkha chakha mung,code-mix,English-Kokborok
"dara google pay bai link da khaikha, ang march ni monthly fee rina bagui eagerly naising tongo",code-mix,English-Kokborok
ata ani monthly fee pending go no ma toni ga nai do i will credit soon,code-mix,English-Kokborok
chini office ni number no kisa save khlaiwi naijadi brother,code-mix,English-Kokborok
tei o number ni jee whatsapps tongmani abono bank account ni passbook,code-mix,English-Kokborok
account details taisa rohordi please,code-mix,English-Kokborok
norokni jotto fee paid khlaimani details nobo haino oh number o no whatsappsa khlainani bagwi request khlaijakbaio,code-mix,English-Kokborok
jottono save khlaiwi nanani bagwi bo kobokjakbaio,code-mix,English-Kokborok
amount transfer ni details  bo orono rohordi jottono,code-mix,English-Kokborok
jotto womens rokno wish khlaiwo happy womens day,code-mix,English-Kokborok
true but omo khe backward class sa,code-mix,English-Kokborok
our less qualified brothers can apply for it omo borok ni bagwi kaham opportunity.,code-mix,English-Kokborok
nakarbaijadi ani family o kisa jwngjal o klaiwi tongmani bagwi group ni samung aswk yak rewi manya wngwi tongmani bagwi,code-mix,English-Kokborok
happy womens day jotonono phung kaham,code-mix,English-Kokborok
dara shakti ni bagwi proud moment may god continue to guide him in future,code-mix,English-Kokborok
ok cheque rohorwi mano sajal agree khwlaikhe,code-mix,English-Kokborok
tamo khaithai bwsa bwtui bo kwroi kebono rang rok transfer khaina bo dorkar nangyakho,code-mix,English-Kokborok
ani bank o nadi ang guarantor wng gano its is ok,code-mix,English-Kokborok
demand draft money transfer khairwdi,code-mix,English-Kokborok
aswk hitech borok ni khugo omole muchangliya i cannot bare,code-mix,English-Kokborok
naibaidi o news clipping no pori woi please,code-mix,English-Kokborok
o news clipping ni bising tui chwng saimano,code-mix,English-Kokborok
supreme court ni supervision bising belaino eyeful verifications,code-mix,English-Kokborok
oboni meaning tamo please explain,code-mix,English-Kokborok
tender draw khlainani kisa idea regradi,code-mix,English-Kokborok
bahai kha tender apply khlai please can anyone help me out,code-mix,English-Kokborok
tamo ni tender apply khlaina nai nwng,code-mix,English-Kokborok
this time la tender apply makhai senai anyhow,code-mix,English-Kokborok
tender miss ong thang kha this time,code-mix,English-Kokborok
news paper o nukliya ta tender remani,code-mix,English-Kokborok
last date ni tenders bufru,code-mix,English-Kokborok
last date paiya kho there is still time left,code-mix,English-Kokborok
tamo ni tender ba abo,code-mix,English-Kokborok
tenders ja khaiphono narukna nangnai this time,code-mix,English-Kokborok
nini link kaham da tong ang no kisa help khlaidi,code-mix,English-Kokborok
nini minister bai link kaham day tong,code-mix,English-Kokborok
bo minister bai salai kha chanai please suggest,code-mix,English-Kokborok
tender date ongya kho ble tabuk bo,code-mix,English-Kokborok
coming week o chini tender publise khainai paper o,code-mix,English-Kokborok
kisa updates tongdi news bai,code-mix,English-Kokborok
hope this week ni bising wo no result renai i hope,code-mix,English-Kokborok
this week sure renai i got news,code-mix,English-Kokborok
tamo ni news renai this week,code-mix,English-Kokborok
last week ni news no naidi kisa it is publise,code-mix,English-Kokborok
publise ongmani last week o,code-mix,English-Kokborok
publise ongkha ble last week ni news paper o,code-mix,English-Kokborok
publise khlainai wangsuk goi tongo ang,code-mix,English-Kokborok
good journal paper o publise khlainani,code-mix,English-Kokborok
news kaham tongkha ang no bo kisa sadi,code-mix,English-Kokborok
this week ni news la tamo tamo tong,code-mix,English-Kokborok
latest news tabuk sa jora tamo tong,code-mix,English-Kokborok
competitive exams ni preparation bahai khaiwi tong,code-mix,English-Kokborok
coming exams ni preparation bahai kisa sadi,code-mix,English-Kokborok
chini tamo news tong kisa sabaidi,code-mix,English-Kokborok
photo frame khainani busuk rok nano,code-mix,English-Kokborok
do anyone have idea about the cost of photo frame ang no kisa sadi,code-mix,English-Kokborok
family ni pictures kisa photo frame khaina hing tongmani,code-mix,English-Kokborok
family ni pictures rok no kisa kaham khe frame khaiwi matong nai tabuk,code-mix,English-Kokborok
family picture rok kubang ma print khaina tong kho,code-mix,English-Kokborok
next week kha ang thang senai,code-mix,English-Kokborok
next week ni plan tamo tong,code-mix,English-Kokborok
next week la ani family bai kisa park o mathang nai,code-mix,English-Kokborok
next week ni planning makhlainai,code-mix,English-Kokborok
by next week  i hope ani passport sophainai,code-mix,English-Kokborok
ani passport kha sophai kha last week o,code-mix,English-Kokborok
nini passport belai dakti sophai kha,code-mix,English-Kokborok
processing belai khano late,code-mix,English-Kokborok
borok ni samung belai no late ongo,code-mix,English-Kokborok
borok samung time to time khlaiya,code-mix,English-Kokborok
next wekk next week hing mang no thangkha tabuk phono samung chayakho,code-mix,English-Kokborok
beni next week tai phailiya ask him to do fast,code-mix,English-Kokborok
kisa fast khlaidi you are too late,code-mix,English-Kokborok
try to follow others nini samung kisa phono agok ya,code-mix,English-Kokborok
please kisa fast khlaidi we need to send on time,code-mix,English-Kokborok
time o post khlaiya khe it will not reach on time,code-mix,English-Kokborok
nini letter ang post khlaiwi rekha,code-mix,English-Kokborok
nini letter no ang last week o post khlaikha,code-mix,English-Kokborok
ani letter da post khlai kha,code-mix,English-Kokborok
nini letter ni address tamo ongkha mung,code-mix,English-Kokborok
bo address o post khlainai kisa sadi,code-mix,English-Kokborok
please tini ni bising o kisa letter post khlai sedi,code-mix,English-Kokborok
please kisa post office o thangwi ang letter post khlai gadi,code-mix,English-Kokborok
please nini friend ni yak o post khlai regadi i think your friend is working in the post office.,code-mix,English-Kokborok
nini friend ni number kisa rohorgadi who is working in the post office,code-mix,English-Kokborok
nini friend no kisa check khlai gradi sagadi please that is there any letter for me,code-mix,English-Kokborok
tabuk phono ani letter mangya kho,code-mix,English-Kokborok
what are the updates nini samung ni,code-mix,English-Kokborok
post officer ni bai da phaikha tini,code-mix,English-Kokborok
post office ni bai no kisa omo rang yaphar gadi,code-mix,English-Kokborok
bini post office o ang insurance khlaimani,code-mix,English-Kokborok
please bini office o kisa thang di tini,code-mix,English-Kokborok
tini ni office o ang phainai i have some urgent work,code-mix,English-Kokborok
nini officer tini da phaino please informed khlaidi if he comes in the office,code-mix,English-Kokborok
nini officer bai kisa samung tongo ang,code-mix,English-Kokborok
nini officer balai no borok kaham he is very helpful person,code-mix,English-Kokborok
nini officer bai kok kisa masa kha chamani,code-mix,English-Kokborok
kisa link khai regadi nini officer bai i have some work,code-mix,English-Kokborok
nini officer ni para boro,code-mix,English-Kokborok
nini officer ni bumung tamo ongkha mung,code-mix,English-Kokborok
bini ba family sa tongna ble,code-mix,English-Kokborok
family tongwoi sa tai kisa family khaina naiwi tongo,code-mix,English-Kokborok
bini post kaham ong phono bini character hamya,code-mix,English-Kokborok
officer la belaino kotor but he has no any respect from others,code-mix,English-Kokborok
chini principal bo kok sana rungya,code-mix,English-Kokborok
officer ni tong mung hai tong di please,code-mix,English-Kokborok
nini respect no nwng kaham kha tongdi,code-mix,English-Kokborok
respect khlai jakna toi tongdi please,code-mix,English-Kokborok
people may speak bad about you kisa kaham kha tongdi,code-mix,English-Kokborok
office ni borok rok nini character no sawoi tongo,code-mix,English-Kokborok
office o kisa kaham khe relationship khlaiwi tongdi,code-mix,English-Kokborok
samung no time to time khlaidi and try to do with full confidence,code-mix,English-Kokborok
nini confidence belai kha down ong tongkha,code-mix,English-Kokborok
confidence level kisa improve khlaidi tini ni semi,code-mix,English-Kokborok
nini confidence tongkha there is no need to worry about anything,code-mix,English-Kokborok
belai makeup khali kha  ong glak,code-mix,English-Kokborok
cough ni bethe kisa mapainai tini,code-mix,English-Kokborok
tai busuk subject tong kho nini,code-mix,English-Kokborok
tabuk belai kha work hard khlaina nango,code-mix,English-Kokborok
changes haino khlaimang ya tabuk we need to work hard,code-mix,English-Kokborok
try mang khlaina nango if we cannot do at once,code-mix,English-Kokborok
give up ta khlaidi even if it is too tough,code-mix,English-Kokborok
give up khlai mani success ongya,code-mix,English-Kokborok
success ongna kha kisa hard work khlaidi tini ni simi,code-mix,English-Kokborok
each day is special ani bagwi,code-mix,English-Kokborok
each day is important ani bagwi,code-mix,English-Kokborok
each day is my day tamo hingkha i got it,code-mix,English-Kokborok
ata ano story writing da soi rimaino bara khaiye,code-mix,English-Kokborok
chini college magazine o riyaknai,code-mix,English-Kokborok
last date ni submission bufru sadi,code-mix,English-Kokborok
this days bible sa porimangliya,code-mix,English-Kokborok
bible every day porina nang wo,code-mix,English-Kokborok
bible sa chini life chini rangma,code-mix,English-Kokborok
bible sa chini mirroe chung no kaham hamya phnukgo,code-mix,English-Kokborok
bible sa chini light chini rangma,code-mix,English-Kokborok
prayer bo daily khaina nango,code-mix,English-Kokborok
life o prayer belai no important,code-mix,English-Kokborok
prayer sa nono weak o strength khlainai,code-mix,English-Kokborok
prayer sa nono protect khlainai,code-mix,English-Kokborok
life without prayer success ongwoi mangya,code-mix,English-Kokborok
prayer kha chini weapon hai,code-mix,English-Kokborok
prayer kha chini pillar hai who always protect from all evils,code-mix,English-Kokborok
evils no overcome khaina kha we need to pray everyday,code-mix,English-Kokborok
prayer kisa sa evils no defeat khlaiwi mangno,code-mix,English-Kokborok
